TABLE_SCHEMA                                                                                                                     TABLE_NAME                                                                                                                       COLUMN_NAME                                                                                                                      DATA_TYPE                                                                                                                        ORDINAL_POSITION
dbo                                                                                                                              dwFullUser                                                                                                                       bServiceManagerPos                                                                                                               int                                                                                                                                            29
dbo                                                                                                                              dwFullUser                                                                                                                       bServiceTechnicianPos                                                                                                            int                                                                                                                                            30
dbo                                                                                                                              dwFullUser                                                                                                                       bWeblinkSpecialistPos                                                                                                            int                                                                                                                                            31
dbo                                                                                                                              dwFullUser                                                                                                                       bSalesDept                                                                                                                       int                                                                                                                                            32
dbo                                                                                                                              dwFullUser                                                                                                                       bServiceDept                                                                                                                     int                                                                                                                                            33
dbo                                                                                                                              dwFullUser                                                                                                                       bOtherDept                                                                                                                       int                                                                                                                                            34
dbo                                                                                                                              dwFullUser                                                                                                                       bFIDept                                                                                                                          int                                                                                                                                            35
dbo                                                                                                                              dwFullUser                                                                                                                       bCustServiceDept                                                                                                                 int                                                                                                                                            36
dbo                                                                                                                              dwFullUser                                                                                                                       bPartsDept                                                                                                                       int                                                                                                                                            37
dbo                                                                                                                              dwFullUser                                                                                                                       bReceptionDept                                                                                                                   int                                                                                                                                            38
dbo                                                                                                                              dwFullUser                                                                                                                       bRoundRobinDept                                                                                                                  int                                                                                                                                            39
dbo                                                                                                                              dwFullUser                                                                                                                       bSalesServiceLinkDept                                                                                                            int                                                                                                                                            40
dbo                                                                                                                              dwFullUser                                                                                                                       bPowerPlayDept                                                                                                                   int                                                                                                                                            41
dbo                                                                                                                              dwFullUser                                                                                                                       bBDCDept                                                                                                                         int                                                                                                                                            42
dbo                                                                                                                              dwFullUser                                                                                                                       dtEntry                                                                                                                          smalldatetime                                                                                                                                  43
dbo                                                                                                                              dwFullUser                                                                                                                       dtLastEdit                                                                                                                       smalldatetime                                                                                                                                  44
dbo                                                                                                                              dwFullUser                                                                                                                       dwActive                                                                                                                         bit                                                                                                                                            45
dbo                                                                                                                              dwFullUser                                                                                                                       ETLExecution_ID                                                                                                                  int                                                                                                                                            46
dbo                                                                                                                              dwFullUser                                                                                                                       FortellisUserGUID                                                                                                                uniqueidentifier                                                                                                                               47
dbo                                                                                                                              dwFullVehicle                                                                                                                    lVehicleID                                                                                                                       int                                                                                                                                             1
dbo                                                                                                                              dwFullVehicle                                                                                                                    szVIN                                                                                                                            varchar                                                                                                                                         2
dbo                                                                                                                              dwFullVehicle                                                                                                                    lMakeID                                                                                                                          int                                                                                                                                             3
dbo                                                                                                                              dwFullVehicle                                                                                                                    szMake                                                                                                                           varchar                                                                                                                                         4
dbo                                                                                                                              dwFullVehicle                                                                                                                    lModelID                                                                                                                         int                                                                                                                                             5
dbo                                                                                                                              dwFullVehicle                                                                                                                    szModel                                                                                                                          varchar                                                                                                                                         6
dbo                                                                                                                              dwFullVehicle                                                                                                                    szTrim                                                                                                                           varchar                                                                                                                                         7
dbo                                                                                                                              dwFullVehicle                                                                                                                    nliClassID                                                                                                                       int                                                                                                                                             8
dbo                                                                                                                              dwFullVehicle                                                                                                                    szModelClass                                                                                                                     varchar                                                                                                                                         9
dbo                                                                                                                              dwFullVehicle                                                                                                                    dtModelYear                                                                                                                      smalldatetime                                                                                                                                  10
dbo                                                                                                                              dwFullVehicle                                                                                                                    lMileage                                                                                                                         int                                                                                                                                            11
dbo                                                                                                                              dwFullVehicle                                                                                                                    dtMileage                                                                                                                        smalldatetime                                                                                                                                  12
dbo                                                                                                                              dwFullVehicle                                                                                                                    lMilesPerWeek                                                                                                                    int                                                                                                                                            13
dbo                                                                                                                              dwFullVehicle                                                                                                                    lFirstMileage                                                                                                                    int                                                                                                                                            14
dbo                                                                                                                              dwFullVehicle                                                                                                                    dtFirstMileage                                                                                                                   smalldatetime                                                                                                                                  15
dbo                                                                                                                              dwFullVehicle                                                                                                                    szSeries                                                                                                                         varchar                                                                                                                                        16
dbo                                                                                                                              dwFullVehicle                                                                                                                    szInteriorColor                                                                                                                  varchar                                                                                                                                        17
dbo                                                                                                                              dwFullVehicle                                                                                                                    szExteriorColor                                                                                                                  varchar                                                                                                                                        18
dbo                                                                                                                              dwFullVehicle                                                                                                                    lStockMakeID                                                                                                                     int                                                                                                                                            19
dbo                                                                                                                              dwFullVehicle                                                                                                                    lStockModelID                                                                                                                    int                                                                                                                                            20
dbo                                                                                                                              dwFullVehicle                                                                                                                    lStockTrimID                                                                                                                     int                                                                                                                                            21
dbo                                                                                                                              dwFullVehicle                                                                                                                    bMakeModelChanged                                                                                                                bit                                                                                                                                            22
dbo                                                                                                                              dwFullVehicle                                                                                                                    lVehicleOwnerID                                                                                                                  int                                                                                                                                            23
dbo                                                                                                                              dwFullVehicle                                                                                                                    lPersonID                                                                                                                        int                                                                                                                                            24
dbo                                                                                                                              dwFullVehicle                                                                                                                    lCompanyID                                                                                                                       int                                                                                                                                            25
dbo                                                                                                                              dwFullVehicle                                                                                                                    szStockNumber                                                                                                                    varchar                                                                                                                                        26
dbo                                                                                                                              dwFullVehicle                                                                                                                    curVehicleValue                                                                                                                  money                                                                                                                                          27
dbo                                                                                                                              dwFullVehicle                                                                                                                    dtVehicleValue                                                                                                                   smalldatetime                                                                                                                                  28
dbo                                                                                                                              dwFullVehicle                                                                                                                    dtExpectedPositiveEquity                                                                                                         smalldatetime                                                                                                                                  29
dbo                                                                                                                              dwFullVehicle                                                                                                                    dtExpectedPositiveEquitySet                                                                                                      smalldatetime                                                                                                                                  30
dbo                                                                                                                              dwFullVehicle                                                                                                                    curPayoffvo                                                                                                                      money                                                                                                                                          31
dbo                                                                                                                              dwFullVehicle                                                                                                                    dtPayoffSetvo                                                                                                                    smalldatetime                                                                                                                                  32
dbo                                                                                                                              dwFullVehicle                                                                                                                    curBookValue                                                                                                                     money                                                                                                                                          33
dbo                                                                                                                              dwFullVehicle                                                                                                                    dtBookValueSet                                                                                                                   smalldatetime                                                                                                                                  34
dbo                                                                                                                              dwFullVehicle                                                                                                                    curEquity                                                                                                                        money                                                                                                                                          35
dbo                                                                                                                              dwFullVehicle                                                                                                                    dtEquitySet                                                                                                                      smalldatetime                                                                                                                                  36
dbo                                                                                                                              dwFullVehicle                                                                                                                    bActivevo                                                                                                                        bit                                                                                                                                            37
dbo                                                                                                                              dwFullVehicle                                                                                                                    dtInService                                                                                                                      smalldatetime                                                                                                                                  38
dbo                                                                                                                              dwFullVehicle                                                                                                                    szOriginalSalespersonName                                                                                                        varchar                                                                                                                                        39
dbo                                                                                                                              dwFullVehicle                                                                                                                    szOriginalSalespersonLegacyID                                                                                                    varchar                                                                                                                                        40
dbo                                                                                                                              dwFullVehicle                                                                                                                    lOriginalSalespersonUserID                                                                                                       int                                                                                                                                            41
dbo                                                                                                                              dwFullVehicle                                                                                                                    dtEntry_VO                                                                                                                       datetime                                                                                                                                       42
dbo                                                                                                                              dwFullVehicle                                                                                                                    dtLastEdit_VO                                                                                                                    datetime                                                                                                                                       43
dbo                                                                                                                              dwFullVehicle                                                                                                                    lTradeInID                                                                                                                       int                                                                                                                                            44
dbo                                                                                                                              dwFullVehicle                                                                                                                    lDealID                                                                                                                          int                                                                                                                                            45
dbo                                                                                                                              dwFullVehicle                                                                                                                    curValueti                                                                                                                       money                                                                                                                                          46
dbo                                                                                                                              dwFullVehicle                                                                                                                    bActiveti                                                                                                                        bit                                                                                                                                            47
dbo                                                                                                                              dwFullVehicle                                                                                                                    curPayoffti                                                                                                                      money                                                                                                                                          48
dbo                                                                                                                              dwFullVehicle                                                                                                                    dtPayoffSetti                                                                                                                    smalldatetime                                                                                                                                  49
dbo                                                                                                                              dwFullVehicle                                                                                                                    lLicenseRegStateID                                                                                                               int                                                                                                                                            50
dbo                                                                                                                              dwFullVehicle                                                                                                                    szLicensePlateNumber                                                                                                             varchar                                                                                                                                        51
dbo                                                                                                                              dwFullVehicle                                                                                                                    szLicensePlateRegNumber                                                                                                          varchar                                                                                                                                        52
dbo                                                                                                                              dwFullVehicle                                                                                                                    szLenderName                                                                                                                     varchar                                                                                                                                        53
dbo                                                                                                                              dwFullVehicle                                                                                                                    szLenderPhone                                                                                                                    varchar                                                                                                                                        54
dbo                                                                                                                              dwFullVehicle                                                                                                                    szLenderAccountNumber                                                                                                            varchar                                                                                                                                        55
dbo                                                                                                                              dwFullVehicle                                                                                                                    lEnteredByUserIDti                                                                                                               int                                                                                                                                            56
dbo                                                                                                                              dwFullVehicle                                                                                                                    nliTitleStatus                                                                                                                   smallint                                                                                                                                       57
dbo                                                                                                                              dwFullVehicle                                                                                                                    szTitleStatus                                                                                                                    varchar                                                                                                                                        58
dbo                                                                                                                              dwFullVehicle                                                                                                                    curTradeAllowance                                                                                                                decimal                                                                                                                                        59
dbo                                                                                                                              dwFullVehicle                                                                                                                    bTradeOwnLease                                                                                                                   bit                                                                                                                                            60
dbo                                                                                                                              dwFullVehicle                                                                                                                    bPrimaryTrade                                                                                                                    bit                                                                                                                                            61
dbo                                                                                                                              dwFullVehicle                                                                                                                    szTradeComment                                                                                                                   varchar                                                                                                                                        62
dbo                                                                                                                              dwFullVehicle                                                                                                                    bPrimary                                                                                                                         bit                                                                                                                                            63
dbo                                                                                                                              dwFullVehicle                                                                                                                    szValuationSource                                                                                                                varchar                                                                                                                                        64
dbo                                                                                                                              dwFullVehicle                                                                                                                    lAppraisedByUserID                                                                                                               int                                                                                                                                            65
dbo                                                                                                                              dwFullVehicle                                                                                                                    szTradeMake                                                                                                                      varchar                                                                                                                                        66
